Order_ID,Customer_ID,Product_ID,Quantity,Order_Date,Revenue
387,474,51,6,2024-01-17 02:00:00,26768.16
388,942,44,9,2024-01-17 03:00:00,41208.48
389,698,78,5,2024-01-17 04:00:00,6709.85
390,41,63,1,2024-01-17 05:00:00,9014.05
391,153,9,2,2024-01-17 06:00:00,5065.2
392,468,72,4,2024-01-17 07:00:00,4442.08
393,209,43,5,2024-01-17 08:00:00,14095.0
394,161,12,8,2024-01-17 09:00:00,71903.84
395,978,26,8,2024-01-17 10:00:00,39662.24
396,912,20,6,2024-01-17 11:00:00,3494.7
397,893,59,1,2024-01-17 12:00:00,6438.28
398,241,65,8,2024-01-17 13:00:00,66081.68
399,754,71,9,2024-01-17 14:00:00,7489.44
400,148,21,8,2024-01-17 15:00:00,40036.24
401,97,9,3,2024-01-17 16:00:00,7597.8
402,815,48,8,2024-01-17 17:00:00,38858.48
403,438,35,3,2024-01-17 18:00:00,4491.81
404,678,28,8,2024-01-17 19:00:00,20439.92
405,852,76,6,2024-01-17 20:00:00,46637.7
406,733,80,7,2024-01-17 21:00:00,6608.21
407,181,46,5,2024-01-17 22:00:00,42896.85
408,466,86,10,2024-01-17 23:00:00,91865.2
409,615,34,10,2024-01-18 00:00:00,68516.3
410,48,60,7,2024-01-18 01:00:00,51714.88
411,838,100,4,2024-01-18 02:00:00,8807.04
412,475,1,6,2024-01-18 03:00:00,18977.7
413,163,44,6,2024-01-18 04:00:00,27472.32
414,74,68,9,2024-01-18 05:00:00,64388.79
415,354,74,2,2024-01-18 06:00:00,7981.12
416,858,49,3,2024-01-18 07:00:00,24129.42
417,800,13,10,2024-01-18 08:00:00,6509.0
418,919,37,5,2024-01-18 09:00:00,48050.1
419,862,94,9,2024-01-18 10:00:00,60960.69
420,977,16,3,2024-01-18 11:00:00,12144.84
421,673,22,5,2024-01-18 12:00:00,26888.75
422,203,65,2,2024-01-18 13:00:00,16520.42
423,742,34,6,2024-01-18 14:00:00,41109.78
424,51,13,7,2024-01-18 15:00:00,4556.3
425,883,97,3,2024-01-18 16:00:00,6286.68
426,263,19,7,2024-01-18 17:00:00,19308.1
427,150,51,9,2024-01-18 18:00:00,40152.24
428,414,48,9,2024-01-18 19:00:00,43715.79
429,593,14,5,2024-01-18 20:00:00,10326.3
430,312,76,2,2024-01-18 21:00:00,15545.9
431,980,30,7,2024-01-18 22:00:00,34915.79
432,978,13,10,2024-01-18 23:00:00,6509.0
433,184,64,7,2024-01-19 00:00:00,18565.89
434,705,65,1,2024-01-19 01:00:00,8260.21
435,486,99,1,2024-01-19 02:00:00,2139.63
436,980,92,10,2024-01-19 03:00:00,6977.6
437,170,19,6,2024-01-19 04:00:00,16549.8
438,256,41,8,2024-01-19 05:00:00,72467.84
439,244,72,6,2024-01-19 06:00:00,6663.12
440,611,69,8,2024-01-19 07:00:00,59000.0
441,136,92,1,2024-01-19 08:00:00,697.76
442,338,61,5,2024-01-19 09:00:00,14336.15
443,253,3,3,2024-01-19 10:00:00,23040.21
444,88,77,6,2024-01-19 11:00:00,37603.74
445,776,84,9,2024-01-19 12:00:00,83501.73
446,152,48,6,2024-01-19 13:00:00,29143.86
447,190,5,5,2024-01-19 14:00:00,47611.1
448,34,32,4,2024-01-19 15:00:00,15033.04
449,111,54,4,2024-01-19 16:00:00,12582.6
450,995,41,7,2024-01-19 17:00:00,63409.36
451,168,10,2,2024-01-19 18:00:00,19548.14
452,274,20,3,2024-01-19 19:00:00,1747.35
453,792,75,3,2024-01-19 20:00:00,10759.8
454,394,42,8,2024-01-19 21:00:00,61881.92
455,411,54,4,2024-01-19 22:00:00,12582.6
456,851,51,10,2024-01-19 23:00:00,44613.6
457,153,22,5,2024-01-20 00:00:00,26888.75
458,3,79,9,2024-01-20 01:00:00,85009.05
459,863,56,4,2024-01-20 02:00:00,11406.04
460,530,22,3,2024-01-20 03:00:00,16133.25
461,670,95,7,2024-01-20 04:00:00,50363.25
462,390,44,9,2024-01-20 05:00:00,41208.48
463,26,38,10,2024-01-20 06:00:00,27788.3
464,672,25,2,2024-01-20 07:00:00,17140.74
465,928,54,3,2024-01-20 08:00:00,9436.95
466,481,69,1,2024-01-20 09:00:00,7375.0
467,446,58,1,2024-01-20 10:00:00,8203.54
468,763,51,1,2024-01-20 11:00:00,4461.36
469,458,44,9,2024-01-20 12:00:00,41208.48
470,695,4,3,2024-01-20 13:00:00,27204.75
471,210,59,4,2024-01-20 14:00:00,25753.12
472,532,27,10,2024-01-20 15:00:00,58714.5
473,483,51,3,2024-01-20 16:00:00,13384.08
474,580,26,3,2024-01-20 17:00:00,14873.34
475,96,22,9,2024-01-20 18:00:00,48399.75
476,985,61,2,2024-01-20 19:00:00,5734.46
477,53,94,6,2024-01-20 20:00:00,40640.46
478,366,51,5,2024-01-20 21:00:00,22306.8
479,505,71,1,2024-01-20 22:00:00,832.16
480,166,75,6,2024-01-20 23:00:00,21519.6
481,226,59,3,2024-01-21 00:00:00,19314.84
482,786,20,9,2024-01-21 01:00:00,5242.05
483,763,98,5,2024-01-21 02:00:00,23796.95
484,617,97,2,2024-01-21 03:00:00,4191.12
485,309,24,10,2024-01-21 04:00:00,67859.2
486,901,30,2,2024-01-21 05:00:00,9975.94
487,225,4,10,2024-01-21 06:00:00,90682.5
488,283,79,8,2024-01-21 07:00:00,75563.6
489,237,11,1,2024-01-21 08:00:00,6748.31
490,431,2,8,2024-01-21 09:00:00,40138.56
491,366,25,4,2024-01-21 10:00:00,34281.48
492,859,61,8,2024-01-21 11:00:00,22937.84
493,700,4,1,2024-01-21 12:00:00,9068.25
494,723,98,2,2024-01-21 13:00:00,9518.78
495,584,77,9,2024-01-21 14:00:00,56405.61
496,697,57,4,2024-01-21 15:00:00,32604.2
497,694,29,3,2024-01-21 16:00:00,25323.06
498,671,43,2,2024-01-21 17:00:00,5638.0
499,495,87,3,2024-01-21 18:00:00,2402.46
500,211,98,8,2024-01-21 19:00:00,38075.12
501,574,68,10,2024-01-21 20:00:00,71543.1
502,372,42,4,2024-01-21 21:00:00,30940.96
503,906,55,5,2024-01-21 22:00:00,43659.35
504,829,94,2,2024-01-21 23:00:00,13546.82
505,260,86,4,2024-01-22 00:00:00,36746.08
506,783,3,3,2024-01-22 01:00:00,23040.21
507,367,97,4,2024-01-22 02:00:00,8382.24
508,374,77,3,2024-01-22 03:00:00,18801.87
509,544,44,10,2024-01-22 04:00:00,45787.2
510,238,96,10,2024-01-22 05:00:00,91778.2
511,316,74,2,2024-01-22 06:00:00,7981.12
512,916,41,9,2024-01-22 07:00:00,81526.32
513,859,3,6,2024-01-22 08:00:00,46080.42
514,972,58,8,2024-01-22 09:00:00,65628.32
515,719,69,1,2024-01-22 10:00:00,7375.0
516,440,7,7,2024-01-22 11:00:00,55183.31
517,77,36,8,2024-01-22 12:00:00,71362.72
518,267,60,10,2024-01-22 13:00:00,73878.4
519,56,21,4,2024-01-22 14:00:00,20018.12
520,188,10,7,2024-01-22 15:00:00,68418.49
521,295,74,5,2024-01-22 16:00:00,19952.8
522,597,49,4,2024-01-22 17:00:00,32172.56
523,95,29,6,2024-01-22 18:00:00,50646.12
524,246,100,2,2024-01-22 19:00:00,4403.52
525,745,48,1,2024-01-22 20:00:00,4857.31
526,715,70,7,2024-01-22 21:00:00,53379.41
527,23,67,6,2024-01-22 22:00:00,15903.0
528,639,88,7,2024-01-22 23:00:00,62137.6
529,904,22,9,2024-01-23 00:00:00,48399.75
530,25,68,5,2024-01-23 01:00:00,35771.55
531,711,40,4,2024-01-23 02:00:00,9189.08
532,571,19,1,2024-01-23 03:00:00,2758.3
533,866,72,6,2024-01-23 04:00:00,6663.12
534,257,40,6,2024-01-23 05:00:00,13783.62
535,823,19,1,2024-01-23 06:00:00,2758.3
536,136,35,4,2024-01-23 07:00:00,5989.08
